gene_id	gene_pos_hg19	locus_rank	locus_pvalue	locus_pos_hg19	SZ_GWAS_prev	locus_genes	OMIM	SZ_GWAS_prev_study	KO_phenotype	ensembl_gene_id	hgnc_id	gene_symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit.trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	download_url	download_date	mult_matches
ENSG00000203886.4	chr10:104423800-105165583	3	6.2e-19	chr10:104423800-105165583	Y	ARL3;AS3MT;C10orf32;CNNM2;CYP17A1;INA;NT5C2;PCGF6;PDCD11;SFXN2;TAF5;TRIM8;USMG5;WBP1L	CNNM2 Hypomagnesemia 6, renal; CYP17A1 17,20-lyase deficiency, isolated; CYP17A1 17- alpha-hydroxylase/17,20-lyase deficiency	ASD-ADHD-BIP-MDD-SCZ p=2E-9 pmid=23453885; Blood pressure p=4E-17 pmid=21572416; Coronary heart disease p=1E-9 pmid=21378990; Intracranial aneurysm p=1E-9 pmid=20364137; SCZ p=2E-9 pmid=22688191; Systolic blood pressure p=7E-26 pmid=21909115	Arl3 nervous; Cyp17a1 behavioral neurological; Ina nervous	ENSG00000203886	HGNC:31671	CYP17A1-AS1	CYP17A1 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	10q24.32	10q24.32	bA753C18.3	NA	CYP17A1OS	cytochrome P450, family 17, subfamily A, polypeptide 1 opposite strand|CYP17A1 antisense RNA 1 (non-protein coding)	NA	NA	2004-05-27	2011-09-02	2012-08-15	2015-07-09	102724307	OTTHUMG00000018970	uc057vrq.1	NA	XR_428804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	URS00004ADC09	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000213061.2	chr10:104423800-105165583	3	6.2e-19	chr10:104423800-105165583	Y	ARL3;AS3MT;C10orf32;CNNM2;CYP17A1;INA;NT5C2;PCGF6;PDCD11;SFXN2;TAF5;TRIM8;USMG5;WBP1L	CNNM2 Hypomagnesemia 6, renal; CYP17A1 17,20-lyase deficiency, isolated; CYP17A1 17- alpha-hydroxylase/17,20-lyase deficiency	ASD-ADHD-BIP-MDD-SCZ p=2E-9 pmid=23453885; Blood pressure p=4E-17 pmid=21572416; Coronary heart disease p=1E-9 pmid=21378990; Intracranial aneurysm p=1E-9 pmid=20364137; SCZ p=2E-9 pmid=22688191; Systolic blood pressure p=7E-26 pmid=21909115	Arl3 nervous; Cyp17a1 behavioral neurological; Ina nervous	ENSG00000213061	HGNC:42994	PFN1P11	profilin 1 pseudogene 11	pseudogene	pseudogene	Approved	10q24.32	10q24.32	NA	NA	NA	NA	NA	NA	2011-09-16	NA	NA	2011-09-16	100873784	OTTHUMG00000018971	NA	NA	NG_032540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000238616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000236937.2	chr10:104423800-105165583	3	6.2e-19	chr10:104423800-105165583	Y	ARL3;AS3MT;C10orf32;CNNM2;CYP17A1;INA;NT5C2;PCGF6;PDCD11;SFXN2;TAF5;TRIM8;USMG5;WBP1L	CNNM2 Hypomagnesemia 6, renal; CYP17A1 17,20-lyase deficiency, isolated; CYP17A1 17- alpha-hydroxylase/17,20-lyase deficiency	ASD-ADHD-BIP-MDD-SCZ p=2E-9 pmid=23453885; Blood pressure p=4E-17 pmid=21572416; Coronary heart disease p=1E-9 pmid=21378990; Intracranial aneurysm p=1E-9 pmid=20364137; SCZ p=2E-9 pmid=22688191; Systolic blood pressure p=7E-26 pmid=21909115	Arl3 nervous; Cyp17a1 behavioral neurological; Ina nervous	ENSG00000236937	HGNC:43825	PTGES3P4	prostaglandin E synthase 3 pseudogene 4	pseudogene	pseudogene	Approved	10q24.32	10q24.32	NA	NA	NA	prostaglandin E synthase 3 (cytosolic) pseudogene 4	NA	NA	2012-03-14	NA	2016-06-27	2016-06-27	106480775	OTTHUMG00000018973	NA	NA	NG_043971	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000238907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000166275.11	chr10:104423800-105165583	3	6.2e-19	chr10:104423800-105165583	Y	ARL3;AS3MT;C10orf32;CNNM2;CYP17A1;INA;NT5C2;PCGF6;PDCD11;SFXN2;TAF5;TRIM8;USMG5;WBP1L	CNNM2 Hypomagnesemia 6, renal; CYP17A1 17,20-lyase deficiency, isolated; CYP17A1 17- alpha-hydroxylase/17,20-lyase deficiency	ASD-ADHD-BIP-MDD-SCZ p=2E-9 pmid=23453885; Blood pressure p=4E-17 pmid=21572416; Coronary heart disease p=1E-9 pmid=21378990; Intracranial aneurysm p=1E-9 pmid=20364137; SCZ p=2E-9 pmid=22688191; Systolic blood pressure p=7E-26 pmid=21909115	Arl3 nervous; Cyp17a1 behavioral neurological; Ina nervous	ENSG00000166275	HGNC:23516	BORCS7	BLOC-1 related complex subunit 7	protein-coding gene	gene with protein product	Approved	10q24.32	10q24.32	FLJ40752	diaskedin	C10orf32	chromosome 10 open reading frame 32	BLOC-1 related complex	1048	2003-11-21	2015-08-07	2015-08-07	2016-10-05	119032	OTTHUMG00000018975	NA	AK098071	NM_144591	CCDS7542	Q96B45	25898167	MGI:1913689	RGD:1311783	NA	NA	616600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000270316.1	chr10:104423800-105165583	3	6.2e-19	chr10:104423800-105165583	Y	ARL3;AS3MT;C10orf32;CNNM2;CYP17A1;INA;NT5C2;PCGF6;PDCD11;SFXN2;TAF5;TRIM8;USMG5;WBP1L	CNNM2 Hypomagnesemia 6, renal; CYP17A1 17,20-lyase deficiency, isolated; CYP17A1 17- alpha-hydroxylase/17,20-lyase deficiency	ASD-ADHD-BIP-MDD-SCZ p=2E-9 pmid=23453885; Blood pressure p=4E-17 pmid=21572416; Coronary heart disease p=1E-9 pmid=21378990; Intracranial aneurysm p=1E-9 pmid=20364137; SCZ p=2E-9 pmid=22688191; Systolic blood pressure p=7E-26 pmid=21909115	Arl3 nervous; Cyp17a1 behavioral neurological; Ina nervous	ENSG00000270316	HGNC:49183	BORCS7-ASMT	BORCS7-ASMT readthrough (NMD candidate)	other	readthrough	Approved	10q24.32	10q24.32	NA	NA	C10orf32-ASMT	C10orf32-ASMT readthrough (NMD candidate)	NA	NA	2013-09-25	2015-08-07	2015-08-07	2015-08-07	100528007	OTTHUMG00000184175	NA	NA	NR_037644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000201080.1	chr10:104423800-105165583	3	6.2e-19	chr10:104423800-105165583	Y	ARL3;AS3MT;C10orf32;CNNM2;CYP17A1;INA;NT5C2;PCGF6;PDCD11;SFXN2;TAF5;TRIM8;USMG5;WBP1L	CNNM2 Hypomagnesemia 6, renal; CYP17A1 17,20-lyase deficiency, isolated; CYP17A1 17- alpha-hydroxylase/17,20-lyase deficiency	ASD-ADHD-BIP-MDD-SCZ p=2E-9 pmid=23453885; Blood pressure p=4E-17 pmid=21572416; Coronary heart disease p=1E-9 pmid=21378990; Intracranial aneurysm p=1E-9 pmid=20364137; SCZ p=2E-9 pmid=22688191; Systolic blood pressure p=7E-26 pmid=21909115	Arl3 nervous; Cyp17a1 behavioral neurological; Ina nervous	ENSG00000201080	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000214435.3	chr10:104423800-105165583	3	6.2e-19	chr10:104423800-105165583	Y	ARL3;AS3MT;C10orf32;CNNM2;CYP17A1;INA;NT5C2;PCGF6;PDCD11;SFXN2;TAF5;TRIM8;USMG5;WBP1L	CNNM2 Hypomagnesemia 6, renal; CYP17A1 17,20-lyase deficiency, isolated; CYP17A1 17- alpha-hydroxylase/17,20-lyase deficiency	ASD-ADHD-BIP-MDD-SCZ p=2E-9 pmid=23453885; Blood pressure p=4E-17 pmid=21572416; Coronary heart disease p=1E-9 pmid=21378990; Intracranial aneurysm p=1E-9 pmid=20364137; SCZ p=2E-9 pmid=22688191; Systolic blood pressure p=7E-26 pmid=21909115	Arl3 nervous; Cyp17a1 behavioral neurological; Ina nervous	ENSG00000214435	HGNC:17452	AS3MT	arsenite methyltransferase	protein-coding gene	gene with protein product	Approved	10q24.32	10q24.32	CYT19	NA	NA	arsenic (+3 oxidation state) methyltransferase	Seven-beta-strand methyltransferase motif containing	1400	2004-06-25	NA	2014-05-09	2016-10-05	57412	OTTHUMG00000018972	uc001kwk.4	AF226730	NM_020682	CCDS41567	Q9HBK9	11790780	MGI:1929882	RGD:621325	NA	AS3MT	611806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.1.1.137	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000235266.1	chr10:104423800-105165583	3	6.2e-19	chr10:104423800-105165583	Y	ARL3;AS3MT;C10orf32;CNNM2;CYP17A1;INA;NT5C2;PCGF6;PDCD11;SFXN2;TAF5;TRIM8;USMG5;WBP1L	CNNM2 Hypomagnesemia 6, renal; CYP17A1 17,20-lyase deficiency, isolated; CYP17A1 17- alpha-hydroxylase/17,20-lyase deficiency	ASD-ADHD-BIP-MDD-SCZ p=2E-9 pmid=23453885; Blood pressure p=4E-17 pmid=21572416; Coronary heart disease p=1E-9 pmid=21378990; Intracranial aneurysm p=1E-9 pmid=20364137; SCZ p=2E-9 pmid=22688191; Systolic blood pressure p=7E-26 pmid=21909115	Arl3 nervous; Cyp17a1 behavioral neurological; Ina nervous	ENSG00000235266	HGNC:36985	RPL22P17	ribosomal protein L22 pseudogene 17	pseudogene	pseudogene	Approved	10q24.32	10q24.32	NA	NA	NA	NA	NA	NA	2009-03-06	NA	NA	2016-08-17	100271289	OTTHUMG00000018974	NA	NA	NG_010956	NA	NA	19123937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000289984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000272912.1	chr10:104423800-105165583	3	6.2e-19	chr10:104423800-105165583	Y	ARL3;AS3MT;C10orf32;CNNM2;CYP17A1;INA;NT5C2;PCGF6;PDCD11;SFXN2;TAF5;TRIM8;USMG5;WBP1L	CNNM2 Hypomagnesemia 6, renal; CYP17A1 17,20-lyase deficiency, isolated; CYP17A1 17- alpha-hydroxylase/17,20-lyase deficiency	ASD-ADHD-BIP-MDD-SCZ p=2E-9 pmid=23453885; Blood pressure p=4E-17 pmid=21572416; Coronary heart disease p=1E-9 pmid=21378990; Intracranial aneurysm p=1E-9 pmid=20364137; SCZ p=2E-9 pmid=22688191; Systolic blood pressure p=7E-26 pmid=21909115	Arl3 nervous; Cyp17a1 behavioral neurological; Ina nervous	ENSG00000272912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000148842.13	chr10:104423800-105165583	3	6.2e-19	chr10:104423800-105165583	Y	ARL3;AS3MT;C10orf32;CNNM2;CYP17A1;INA;NT5C2;PCGF6;PDCD11;SFXN2;TAF5;TRIM8;USMG5;WBP1L	CNNM2 Hypomagnesemia 6, renal; CYP17A1 17,20-lyase deficiency, isolated; CYP17A1 17- alpha-hydroxylase/17,20-lyase deficiency	ASD-ADHD-BIP-MDD-SCZ p=2E-9 pmid=23453885; Blood pressure p=4E-17 pmid=21572416; Coronary heart disease p=1E-9 pmid=21378990; Intracranial aneurysm p=1E-9 pmid=20364137; SCZ p=2E-9 pmid=22688191; Systolic blood pressure p=7E-26 pmid=21909115	Arl3 nervous; Cyp17a1 behavioral neurological; Ina nervous	ENSG00000148842	HGNC:103	CNNM2	cyclin and CBS domain divalent metal cation transport mediator 2	protein-coding gene	gene with protein product	Approved	10q24.32	10q24.32	NA	NA	ACDP2	cyclin M2	NA	NA	1999-12-07	NA	2014-08-07	2015-08-28	54805	OTTHUMG00000018976	uc001kwm.4	AF216962	NM_017649	CCDS7543|CCDS44474|CCDS44475	Q9H8M5	21393841|24699222	MGI:2151054	RGD:1308162	NA	CNNM2	607803	NA	NA	NA	NA	311068	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000076685.14	chr10:104423800-105165583	3	6.2e-19	chr10:104423800-105165583	Y	ARL3;AS3MT;C10orf32;CNNM2;CYP17A1;INA;NT5C2;PCGF6;PDCD11;SFXN2;TAF5;TRIM8;USMG5;WBP1L	CNNM2 Hypomagnesemia 6, renal; CYP17A1 17,20-lyase deficiency, isolated; CYP17A1 17- alpha-hydroxylase/17,20-lyase deficiency	ASD-ADHD-BIP-MDD-SCZ p=2E-9 pmid=23453885; Blood pressure p=4E-17 pmid=21572416; Coronary heart disease p=1E-9 pmid=21378990; Intracranial aneurysm p=1E-9 pmid=20364137; SCZ p=2E-9 pmid=22688191; Systolic blood pressure p=7E-26 pmid=21909115	Arl3 nervous; Cyp17a1 behavioral neurological; Ina nervous	ENSG00000076685	HGNC:8022	NT5C2	5'-nucleotidase, cytosolic II	protein-coding gene	gene with protein product	Approved	10q24.32-q24.33	10q24.32-q24.33	PNT5|GMP|cN-II|SPG65	purine 5' nucleotidase	NT5B	5'-nucleotidase (purine), cytosolic type B	5'-nucleotidases	1042	2000-06-16	2002-04-19	2002-04-18	2018-02-13	22978	OTTHUMG00000018981	uc001kwq.4	D38524	NM_012229	CCDS7544	P49902	7999131|24482476	MGI:2178563	RGD:2323387	NA	NT5C2	600417	NA	NA	NA	NA	398201	NA	NA	NA	NA	objectId:1236	NA	NA	NA	NA	3.1.3.5	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000237827.1	chr10:104423800-105165583	3	6.2e-19	chr10:104423800-105165583	Y	ARL3;AS3MT;C10orf32;CNNM2;CYP17A1;INA;NT5C2;PCGF6;PDCD11;SFXN2;TAF5;TRIM8;USMG5;WBP1L	CNNM2 Hypomagnesemia 6, renal; CYP17A1 17,20-lyase deficiency, isolated; CYP17A1 17- alpha-hydroxylase/17,20-lyase deficiency	ASD-ADHD-BIP-MDD-SCZ p=2E-9 pmid=23453885; Blood pressure p=4E-17 pmid=21572416; Coronary heart disease p=1E-9 pmid=21378990; Intracranial aneurysm p=1E-9 pmid=20364137; SCZ p=2E-9 pmid=22688191; Systolic blood pressure p=7E-26 pmid=21909115	Arl3 nervous; Cyp17a1 behavioral neurological; Ina nervous	ENSG00000237827	HGNC:35981	RPS15AP29	ribosomal protein S15a pseudogene 29	pseudogene	pseudogene	Approved	10q24.33	10q24.33	NA	NA	NA	NA	NA	NA	2009-03-06	NA	NA	2016-08-16	100128863	OTTHUMG00000018977	NA	NA	NG_010495	NA	NA	19123937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000289985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000213277.3	chr10:104423800-105165583	3	6.2e-19	chr10:104423800-105165583	Y	ARL3;AS3MT;C10orf32;CNNM2;CYP17A1;INA;NT5C2;PCGF6;PDCD11;SFXN2;TAF5;TRIM8;USMG5;WBP1L	CNNM2 Hypomagnesemia 6, renal; CYP17A1 17,20-lyase deficiency, isolated; CYP17A1 17- alpha-hydroxylase/17,20-lyase deficiency	ASD-ADHD-BIP-MDD-SCZ p=2E-9 pmid=23453885; Blood pressure p=4E-17 pmid=21572416; Coronary heart disease p=1E-9 pmid=21378990; Intracranial aneurysm p=1E-9 pmid=20364137; SCZ p=2E-9 pmid=22688191; Systolic blood pressure p=7E-26 pmid=21909115	Arl3 nervous; Cyp17a1 behavioral neurological; Ina nervous	ENSG00000213277	HGNC:45239	MARCKSL1P1	MARCKS like 1 pseudogene 1	pseudogene	pseudogene	Approved	10q24.33	10q24.33	NA	NA	NA	NA	NA	NA	2013-03-11	NA	2016-06-03	2016-06-03	100913183	OTTHUMG00000018978	NA	NA	NG_032812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000238908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000229256.1	chr10:104423800-105165583	3	6.2e-19	chr10:104423800-105165583	Y	ARL3;AS3MT;C10orf32;CNNM2;CYP17A1;INA;NT5C2;PCGF6;PDCD11;SFXN2;TAF5;TRIM8;USMG5;WBP1L	CNNM2 Hypomagnesemia 6, renal; CYP17A1 17,20-lyase deficiency, isolated; CYP17A1 17- alpha-hydroxylase/17,20-lyase deficiency	ASD-ADHD-BIP-MDD-SCZ p=2E-9 pmid=23453885; Blood pressure p=4E-17 pmid=21572416; Coronary heart disease p=1E-9 pmid=21378990; Intracranial aneurysm p=1E-9 pmid=20364137; SCZ p=2E-9 pmid=22688191; Systolic blood pressure p=7E-26 pmid=21909115	Arl3 nervous; Cyp17a1 behavioral neurological; Ina nervous	ENSG00000229256	HGNC:38788	ST13P13	ST13, Hsp70 interacting protein pseudogene 13	pseudogene	pseudogene	Approved	10q24.33	10q24.33	NA	NA	NA	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 13	NA	NA	2010-08-11	NA	2017-03-01	2017-03-01	401648	OTTHUMG00000018979	NA	NA	NG_022189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000238909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000235376.5	chr10:104423800-105165583	3	6.2e-19	chr10:104423800-105165583	Y	ARL3;AS3MT;C10orf32;CNNM2;CYP17A1;INA;NT5C2;PCGF6;PDCD11;SFXN2;TAF5;TRIM8;USMG5;WBP1L	CNNM2 Hypomagnesemia 6, renal; CYP17A1 17,20-lyase deficiency, isolated; CYP17A1 17- alpha-hydroxylase/17,20-lyase deficiency	ASD-ADHD-BIP-MDD-SCZ p=2E-9 pmid=23453885; Blood pressure p=4E-17 pmid=21572416; Coronary heart disease p=1E-9 pmid=21378990; Intracranial aneurysm p=1E-9 pmid=20364137; SCZ p=2E-9 pmid=22688191; Systolic blood pressure p=7E-26 pmid=21909115	Arl3 nervous; Cyp17a1 behavioral neurological; Ina nervous	ENSG00000235376	HGNC:45241	RPEL1	ribulose-5-phosphate-3-epimerase like 1	protein-coding gene	gene with protein product	Approved	10q24.33	10q24.33	NA	NA	NA	NA	NA	NA	2013-12-20	NA	2016-06-30	2016-06-30	729020	OTTHUMG00000018980	NA	NA	NM_001143909	CCDS65929	Q2QD12	16201836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000148798.5	chr10:104423800-105165583	3	6.2e-19	chr10:104423800-105165583	Y	ARL3;AS3MT;C10orf32;CNNM2;CYP17A1;INA;NT5C2;PCGF6;PDCD11;SFXN2;TAF5;TRIM8;USMG5;WBP1L	CNNM2 Hypomagnesemia 6, renal; CYP17A1 17,20-lyase deficiency, isolated; CYP17A1 17- alpha-hydroxylase/17,20-lyase deficiency	ASD-ADHD-BIP-MDD-SCZ p=2E-9 pmid=23453885; Blood pressure p=4E-17 pmid=21572416; Coronary heart disease p=1E-9 pmid=21378990; Intracranial aneurysm p=1E-9 pmid=20364137; SCZ p=2E-9 pmid=22688191; Systolic blood pressure p=7E-26 pmid=21909115	Arl3 nervous; Cyp17a1 behavioral neurological; Ina nervous	ENSG00000148798	HGNC:6057	INA	internexin neuronal intermediate filament protein alpha	protein-coding gene	gene with protein product	Approved	10q24.33	10q24.33	NF-66	NA	NEF5	internexin neuronal intermediate filament protein, alpha	Intermediate filaments Type IV	611	1999-03-24	NA	2015-12-04	2016-10-05	9118	OTTHUMG00000018986	uc001kws.3	S78296	NM_032727	CCDS7545	Q16352	7769995	MGI:96568	RGD:2911	NA	INA	605338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HGNC:6057	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000156374.10	chr10:104423800-105165583	3	6.2e-19	chr10:104423800-105165583	Y	ARL3;AS3MT;C10orf32;CNNM2;CYP17A1;INA;NT5C2;PCGF6;PDCD11;SFXN2;TAF5;TRIM8;USMG5;WBP1L	CNNM2 Hypomagnesemia 6, renal; CYP17A1 17,20-lyase deficiency, isolated; CYP17A1 17- alpha-hydroxylase/17,20-lyase deficiency	ASD-ADHD-BIP-MDD-SCZ p=2E-9 pmid=23453885; Blood pressure p=4E-17 pmid=21572416; Coronary heart disease p=1E-9 pmid=21378990; Intracranial aneurysm p=1E-9 pmid=20364137; SCZ p=2E-9 pmid=22688191; Systolic blood pressure p=7E-26 pmid=21909115	Arl3 nervous; Cyp17a1 behavioral neurological; Ina nervous	ENSG00000156374	HGNC:21156	PCGF6	polycomb group ring finger 6	protein-coding gene	gene with protein product	Approved	10q24.33	10q24.33	MBLR	NA	RNF134	ring finger protein 134	Ring finger proteins|Polycomb group ring fingers	58|61	2003-05-21	2005-01-19	2005-01-17	2015-08-25	84108	OTTHUMG00000018982	uc001kwt.3	AB047006	NM_032154	CCDS7546|CCDS31275	Q9BYE7	12167161	MGI:1918291	RGD:1306904	NA	PCGF6	607816	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000212413.1	chr10:104423800-105165583	3	6.2e-19	chr10:104423800-105165583	Y	ARL3;AS3MT;C10orf32;CNNM2;CYP17A1;INA;NT5C2;PCGF6;PDCD11;SFXN2;TAF5;TRIM8;USMG5;WBP1L	CNNM2 Hypomagnesemia 6, renal; CYP17A1 17,20-lyase deficiency, isolated; CYP17A1 17- alpha-hydroxylase/17,20-lyase deficiency	ASD-ADHD-BIP-MDD-SCZ p=2E-9 pmid=23453885; Blood pressure p=4E-17 pmid=21572416; Coronary heart disease p=1E-9 pmid=21378990; Intracranial aneurysm p=1E-9 pmid=20364137; SCZ p=2E-9 pmid=22688191; Systolic blood pressure p=7E-26 pmid=21909115	Arl3 nervous; Cyp17a1 behavioral neurological; Ina nervous	ENSG00000212413	HGNC:46943	RNU11-3P	RNA, U11 small nuclear 3, pseudogene	pseudogene	pseudogene	Approved	10q24.33	10q24.33	NA	NA	NA	NA	NA	NA	2013-04-03	NA	NA	2013-04-03	106479562	NA	uc057vsn.1	NA	NG_045873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000148835.9	chr10:104423800-105165583	3	6.2e-19	chr10:104423800-105165583	Y	ARL3;AS3MT;C10orf32;CNNM2;CYP17A1;INA;NT5C2;PCGF6;PDCD11;SFXN2;TAF5;TRIM8;USMG5;WBP1L	CNNM2 Hypomagnesemia 6, renal; CYP17A1 17,20-lyase deficiency, isolated; CYP17A1 17- alpha-hydroxylase/17,20-lyase deficiency	ASD-ADHD-BIP-MDD-SCZ p=2E-9 pmid=23453885; Blood pressure p=4E-17 pmid=21572416; Coronary heart disease p=1E-9 pmid=21378990; Intracranial aneurysm p=1E-9 pmid=20364137; SCZ p=2E-9 pmid=22688191; Systolic blood pressure p=7E-26 pmid=21909115	Arl3 nervous; Cyp17a1 behavioral neurological; Ina nervous	ENSG00000148835	HGNC:11539	TAF5	TATA-box binding protein associated factor 5	protein-coding gene	gene with protein product	Approved	10q24.33	10q24.33	TAFII100	NA	TAF2D	TATA box binding protein (TBP)-associated factor, RNA polymerase II, D, 100kD|TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 100kDa	WD repeat domain containing	362	1995-07-07	2001-12-07	2015-11-20	2016-10-05	6877	OTTHUMG00000018985	uc001kwv.5	X95525	NM_006951	CCDS7547	Q15542	8884287|8942982	MGI:2442144	RGD:1311332	NA	TAF5	601787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
