gene_symbol	gene_symbol_original	gene_symbol_corrected_reason	PheGenI_n	PheGenI_evidence	hgnc_id	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit.trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	download_url	download_date	mult_matches
DCC	DCC	ok	1	rs4632195, DCC, PMID:26198764	HGNC:2701	DCC netrin 1 receptor	protein-coding gene	gene with protein product	Approved	18q21.2	18q21.2	IGDCC1|NTN1R1	immunoglobulin superfamily, DCC subclass, member 1	NA	deleted in colorectal carcinoma	Fibronectin type III domain containing|I-set domain containing|Immunoglobulin like domain containing	555|593|594	1990-05-25	NA	2014-06-20	2018-12-06	1630	ENSG00000187323	OTTHUMG00000132698	uc002lfe.3	X76132	NM_005215	CCDS11952	P43146	2294591|24400119	MGI:94869	RGD:2492	LRG_1107|http://ftp.ebi.ac.uk/pub/databases/lrgex/pending/LRG_1107.xml	DCC	120470	NA	NA	NA	NA	244810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DCN	DCN	ok	2	rs4240748, DCN and C12orf79, PMID:25056061; rs4240748, DCN and C12orf79, PMID:26198764	HGNC:2705	decorin	protein-coding gene	gene with protein product	Approved	12q21.33	12q21.33	DSPG2|SLRR1B	decorin proteoglycan	NA	NA	Small leucine rich repeat proteoglycans	573	1989-07-18	NA	NA	2014-04-16	1634	ENSG00000011465	OTTHUMG00000169998	uc001tbu.4	AF138300	NM_133507	CCDS9039|CCDS9040|CCDS9041|CCDS9042|CCDS44951	P07585	8432526	MGI:94872	RGD:61895	NA	DCN	125255	NA	NA	NA	NA	121034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DCP1A	DCP1A	ok	1	rs2358740, DCP1A and RPS25P4, PMID:26198764	HGNC:18714	decapping mRNA 1A	protein-coding gene	gene with protein product	Approved	3p21.1	03p21.1	HSA275986|SMIF|SMAD4IP1	NA	NA	DCP1 decapping enzyme homolog A (S. cerevisiae)	NA	NA	2005-01-07	NA	2013-05-02	2015-07-16	55802	ENSG00000272886	OTTHUMG00000158193	uc032rob.2	AJ275986	NM_018403	CCDS74946|CCDS46847	Q9NPI6	NA	MGI:1923151	RGD:1561298	NA	DCP1A	607010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DCST2	DCST2	ok	1	rs2242194, DCST2, PMID:26198764	HGNC:26562	DC-STAMP domain containing 2	protein-coding gene	gene with protein product	Approved	1q21.3	01q21.3	FLJ32934	NA	NA	NA	NA	NA	2005-05-16	2005-08-09	NA	2016-10-05	127579	ENSG00000163354	OTTHUMG00000037371	uc001fgm.4	AK057496	NM_144622	CCDS1082	Q5T1A1	NA	MGI:2685606	RGD:1564557	NA	DCST2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DDB2	DDB2	ok	1	rs11039131, RPS20P26 and DDB2, PMID:26198764	HGNC:2718	damage specific DNA binding protein 2	protein-coding gene	gene with protein product	Approved	11p11.2	11p11.2	DDBB|UV-DDB2|FLJ34321|XPE	xeroderma pigmentosum group E protein|UV-damaged DNA-binding protein 2|DDB p48 subunit	NA	damage-specific DNA binding protein 2 (48kD)	WD repeat domain containing|Xeroderma pigmentosum complementation groups|Nucleotide excision repair	362|1125|1269	1995-07-06	NA	2016-02-09	2018-12-06	1643	ENSG00000134574	OTTHUMG00000187453	uc001neb.3	NA	NM_000107	CCDS7927|CCDS73284	Q92466	8407967|8530102	MGI:1355314	RGD:1310164	LRG_467|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_467.xml	DDB2	600811	NA	NA	NA	NA	121045	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DDX10P2	DDX10P2	ok	2	rs11139497, DDX10P2 and RPS2P34, PMID:26198764; rs11139497, DDX10P2 and RPS2P34, PMID:25056061	HGNC:44961	DEAD-box helicase 10 pseudogene 2	pseudogene	pseudogene	Approved	9q21.32	09q21.32	NA	NA	NA	DEAD (Asp-Glu-Ala-Asp) box polypeptide 10 pseudogene 2	NA	NA	2012-12-20	NA	2016-01-07	2016-01-07	401533	ENSG00000230360	OTTHUMG00000020092	NA	NA	NG_021626	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000258384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DDX31	DDX31	ok	1	rs17149424, DDX31, PMID:0	HGNC:16715	DEAD-box helicase 31	protein-coding gene	gene with protein product	Approved	9q34.13	09q34.13	FLJ13633|FLJ23349|FLJ14578|PPP1R25	protein phosphatase 1, regulatory subunit 25	NA	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 31|DEAD (Asp-Glu-Ala-Asp) box polypeptide 31	DEAD-box helicases|Protein phosphatase 1 regulatory subunits	499|694	2001-11-27	NA	2016-01-07	2016-10-05	64794	ENSG00000125485	OTTHUMG00000020843	uc064wsi.1	AF427339	NM_138620	CCDS6951|CCDS6952|CCDS83433	Q9H8H2	NA	MGI:2682639	RGD:1304895	NA	DDX31	616533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DDX56	DDX56	ok	1	rs540425, NPC1L1 and DDX56, PMID:26198764	HGNC:18193	DEAD-box helicase 56	protein-coding gene	gene with protein product	Approved	7p13	07p13	NOH61	nucleolar helicase of 61 kDa	NA	DEAD (Asp-Glu-Ala-Asp) box polypeptide 56|DEAD (Asp-Glu-Ala-Asp) box helicase 56	DEAD-box helicases	499	2003-06-13	NA	2016-01-07	2016-01-07	54606	ENSG00000136271	OTTHUMG00000129211	uc003tlg.5	AJ131712	NM_019082	CCDS5492|CCDS59053	Q9NY93	10749921	MGI:1277172	RGD:1303195	NA	DDX56	608023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DGKI	DGKI	ok	2	rs3735025, DGKI, PMID:26198764; rs3735025, DGKI, PMID:25056061	HGNC:2855	diacylglycerol kinase iota	protein-coding gene	gene with protein product	Approved	7q33	07q33	DGK-IOTA	NA	NA	NA	Ankyrin repeat domain containing|Diacylglycerol kinases	403|1178	1998-12-01	NA	2016-01-14	2016-10-05	9162	ENSG00000157680	OTTHUMG00000155697	uc003vtt.4	AF061936	NM_004717	CCDS5845|CCDS83227	O75912	9830018	MGI:2443430	RGD:735049	NA	DGKI	604072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DGKZ	DGKZ	ok	1	rs7951870, DGKZ, PMID:26198764	HGNC:2857	diacylglycerol kinase zeta	protein-coding gene	gene with protein product	Approved	11p11.2	11p11.2	DAGK5|hDGKzeta|DGK-ZETA|DAGK6	NA	NA	diacylglycerol kinase, zeta 104kDa	Diacylglycerol kinases	1178	1998-10-02	NA	2016-01-14	2016-04-25	8525	ENSG00000149091	OTTHUMG00000166437	uc001nch.2	U51477	NM_001105540	CCDS41640|CCDS44579|CCDS44580|CCDS55757|CCDS55758|CCDS55759|CCDS7918	Q13574	8626588	MGI:1278339	RGD:70929	NA	DGKZ	601441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.7.1.107	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DGKZP1	DGKZP1	ok	1	rs73177327, DGKZP1 and LINC00284, PMID:27846195	HGNC:39263	diacylglycerol kinase zeta pseudogene 1	pseudogene	pseudogene	Approved	13q14.11	13q14.11	NA	NA	NA	NA	NA	NA	2010-11-24	NA	2016-01-14	2016-01-14	400126	ENSG00000179611	OTTHUMG00000016825	NA	NA	NG_005323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000248578	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DHX40	DHX40	ok	1	rs4968361, MIR4729 and DHX40, PMID:26198764	HGNC:18018	DEAH-box helicase 40	protein-coding gene	gene with protein product	Approved	17q23.1	17q23.1	ARG147|PAD|FLJ22060	NA	DDX40	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 40 (RNA helicase)|DEAH (Asp-Glu-Ala-His) box polypeptide 40	DEAH-box helicases|NTC associated proteins	500|1498	2002-02-05	2003-06-20	2016-01-07	2016-10-05	79665	ENSG00000108406	OTTHUMG00000179401	uc002ixn.3	AF260270	NM_024612	CCDS11617|CCDS54150	Q8IX18	NA	MGI:1914737	RGD:1359618	NA	DHX40	607570	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DICER1	DICER1	ok	1	rs8019257, RPL15P2 and DICER1, PMID:0	HGNC:17098	dicer 1, ribonuclease III	protein-coding gene	gene with protein product	Approved	14q32.13	14q32.13	Dicer|KIAA0928|K12H4.8-LIKE|HERNA	dicer 1, double-stranded RNA-specific endoribonuclease	MNG1	Dicer1, Dcr-1 homolog (Drosophila)|multinodular goitre 1|dicer 1, ribonuclease type III	RNA helicases|Endoribonucleases	1168|1687	2002-05-09	NA	2016-03-24	2018-12-06	23405	ENSG00000100697	OTTHUMG00000166134	uc001ydw.3	AB028449	NM_001195573	CCDS9931|CCDS55941	Q9UPY3	10051563|10786632|21205968	MGI:2177178	RGD:1309381	LRG_492|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_492.xml	DICER1	606241	NA	NA	NA	NA	209285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DKK3	DKK3	ok	1	rs923806, DKK3 and MICAL2, PMID:27846195	HGNC:2893	dickkopf WNT signaling pathway inhibitor 3	protein-coding gene	gene with protein product	Approved	11p15.3	11p15.3	REIC|RIG	regulated in glioma	NA	dickkopf (Xenopus laevis) homolog 3|dickkopf 3 homolog (Xenopus laevis)	NA	NA	2000-09-01	NA	2013-05-15	2014-11-19	27122	ENSG00000050165	OTTHUMG00000165709	uc001mjw.4	AF177396	NM_013253	CCDS7808|CCDS81555	Q9UBP4	10570958	MGI:1354952	RGD:621846	NA	DKK3	605416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DLG2	DLG2	ok	1	rs1864774, DLG2, PMID:26198764	HGNC:2901	discs large MAGUK scaffold protein 2	protein-coding gene	gene with protein product	Approved	11q14.1	11q14.1	PSD-93|PSD93|chapsyn-110|PPP1R58	protein phosphatase 1, regulatory subunit 58	NA	discs, large homolog 2, chapsyn-110 (Drosophila)|discs, large homolog 2 (Drosophila)|discs large homolog 2	Protein phosphatase 1 regulatory subunits|Membrane associated guanylate kinases|PDZ domain containing	694|904|1220	1997-04-21	NA	2016-05-24	2016-10-05	1740	ENSG00000150672	OTTHUMG00000134309	uc001paj.3	U32376	NM_001364	CCDS41696|CCDS44690|CCDS44691|CCDS44692|CCDS55782|CCDS73357	Q15700	8755482|9806853	MGI:1344351	RGD:619895	NA	DLG2	603583	NA	NA	NA	NA	470208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DLGAP1-AS5	DLGAP1-AS5	ok	1	rs8099121, DLGAP1-AS5 and PPIAP14, PMID:26198764	HGNC:27586	DLGAP1 antisense RNA 5	non-coding RNA	RNA, long non-coding	Approved	18p11.31	18p11.31	NA	NA	NA	DLGAP1 antisense RNA 5 (non-protein coding)	NA	NA	2012-08-13	NA	2012-08-15	2012-10-12	284215	ENSG00000261520	OTTHUMG00000176106	uc021ugm.2	NA	NR_036489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	URS000075E133	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DLX2	DLX2	ok	1	rs1001780, DLX2 and ITGA6, PMID:26198764	HGNC:2915	distal-less homeobox 2	protein-coding gene	gene with protein product	Approved	2q31.1	02q31.1	TES-1	NA	NA	distal-less homeo box 2	NKL subclass homeoboxes and pseudogenes	519	1992-05-05	NA	2005-12-22	2014-11-19	1746	ENSG00000115844	OTTHUMG00000132276	uc002uhn.4	U51003	NM_004405	CCDS2248	Q07687	1354641	MGI:94902	RGD:1304853	NA	DLX2	126255	NA	8427	NA	NA	470218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DMTF1	DMTF1	ok	1	rs11982256, DMTF1, PMID:26198764	HGNC:14603	cyclin D binding myb like transcription factor 1	protein-coding gene	gene with protein product	Approved	7q21.12	07q21.12	DMP1|DMTF|hDMP1|MRUL	cyclin D-binding Myb-like protein	NA	cyclin D binding myb-like transcription factor 1	Myb/SANT domain containing	532	2001-02-28	NA	2016-02-03	2016-10-05	9988	ENSG00000135164	OTTHUMG00000154135	uc003uih.3	AF084530	NM_021145	CCDS5601|CCDS47633	Q9Y222	10095122|24958102	MGI:1344415	RGD:70966	NA	DMTF1	608491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DNAH1	DNAH1	ok	1	rs2306864, DNAH1, PMID:26198764	HGNC:2940	dynein axonemal heavy chain 1	protein-coding gene	gene with protein product	Approved	3p21.1	03p21.1	XLHSRF-1|DNAHC1|HDHC7|HL-11|HL11	NA	NA	dynein, axonemal, heavy polypeptide 1	Dyneins, axonemal	536	1995-11-15	NA	2016-03-02	2016-10-05	25981	ENSG00000114841	OTTHUMG00000158378	uc011bef.3	U61738	NM_015512	CCDS46842	Q9P2D7	8812413|9256245	MGI:107721	RGD:621795	NA	DNAH1	603332	NA	NA	NA	NA	408654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DNAJA1P4	DNAJA1P4	ok	1	rs1033394, DNAJA1P4 and FRK, PMID:26198764	HGNC:39340	DnaJ heat shock protein family (Hsp40) member A1 pseudogene 4	pseudogene	pseudogene	Approved	6q22.1	06q22.1	NA	NA	NA	DnaJ (Hsp40) homolog, subfamily A, member 1 pseudogene 4	NA	NA	2010-11-29	NA	2015-11-19	2015-11-19	728614	ENSG00000218089	OTTHUMG00000016197	NA	NA	NG_022322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000243335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DNAJA3	DNAJA3	ok	1	rs6500602, DNAJA3, PMID:26198764	HGNC:11808	DnaJ heat shock protein family (Hsp40) member A3	protein-coding gene	gene with protein product	Approved	16p13.3	16p13.3	hTid-1	NA	TID1	DnaJ (Hsp40) homolog, subfamily A, member 3	DNAJ (HSP40) heat shock proteins	584	1999-01-29	NA	2015-11-19	2015-11-19	9093	ENSG00000103423	OTTHUMG00000129470	uc002cwk.4	AF061749	NM_001135110	CCDS10515|CCDS45400|CCDS66930	Q96EY1	9683573	MGI:1933786	RGD:1306527	NA	DNAJA3	608382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DNAJB8	DNAJB8	ok	1	rs76939711, DNAJB8, PMID:26198764	HGNC:23699	DnaJ heat shock protein family (Hsp40) member B8	protein-coding gene	gene with protein product	Approved	3q21.3	03q21.3	MGC33884|CT156	NA	NA	DnaJ (Hsp40) homolog, subfamily B, member 8	DNAJ (HSP40) heat shock proteins	584	2003-12-02	NA	2015-11-19	2015-11-19	165721	ENSG00000179407	OTTHUMG00000159690	uc003ekk.3	NA	NM_153330	CCDS3048	Q8NHS0	NA	MGI:1922801	RGD:1561981	NA	DNAJB8	611337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DNAJB8-AS1	DNAJB8-AS1	ok	1	rs76939711, DNAJB8-AS1, PMID:26198764	HGNC:41029	DNAJB8 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	3q21.3	03q21.3	NA	NA	NA	DNAJB8 antisense RNA 1 (non-protein coding)	NA	NA	2011-07-28	NA	2012-08-15	2016-12-09	285224	ENSG00000242049	OTTHUMG00000159687	uc003ekl.1	NA	NR_037890	NA	NA	27801428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	URS0000445202	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DNAJC11	DNAJC11	ok	1	rs189918, DNAJC11, PMID:26198764	HGNC:25570	DnaJ heat shock protein family (Hsp40) member C11	protein-coding gene	gene with protein product	Approved	1p36.31	01p36.31	FLJ10737	NA	NA	DnaJ (Hsp40) homolog, subfamily C, member 11	DNAJ (HSP40) heat shock proteins	584	2004-06-03	NA	2015-11-19	2016-10-05	55735	ENSG00000007923	OTTHUMG00000001443	uc001aof.3	AF306695	NM_018198	CCDS87	Q9NVH1	12964007	MGI:2443386	RGD:1307731	NA	DNAJC11	614827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DOCK1	DOCK1	ok	1	rs11592657, DOCK1, PMID:26198764	HGNC:2987	dedicator of cytokinesis 1	protein-coding gene	gene with protein product	Approved	10q26.2	10q26.2	DOCK180|ced5	DOwnstream of CrK	NA	dedicator of cyto-kinesis 1	Armadillo-like helical domain containing|DOCK C2 domain containing	1492|1536	1998-05-13	NA	NA	2016-10-05	1793	ENSG00000150760	OTTHUMG00000019249	uc001ljt.4	D50857	NM_001380	CCDS73222|CCDS76359	Q14185	8657152|8661160	MGI:2429765	RGD:1566072	NA	DOCK1	601403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DOCK4	DOCK4	ok	1	rs17158930, DOCK4, PMID:25944848	HGNC:19192	dedicator of cytokinesis 4	protein-coding gene	gene with protein product	Approved	7q31.1	07q31.1	FLJ34238|KIAA0716	NA	NA	NA	DOCK C2 domain containing	1536	2003-11-19	NA	NA	2015-08-25	9732	ENSG00000128512	OTTHUMG00000155077	uc003vfx.4	NA	NM_014705	CCDS47688|CCDS87541	Q8N1I0	12432077|12628187	MGI:1918006	RGD:1561724	NA	DOCK4	607679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DPP10	DPP10	ok	1	rs7419486, DPP10, PMID:27846195	HGNC:20823	dipeptidyl peptidase like 10	protein-coding gene	gene with protein product	Approved	2q14.1	02q14.1	DPRP3|DPL2|DPPY	NA	NA	dipeptidylpeptidase 10|dipeptidyl-peptidase 10|dipeptidyl-peptidase 10 (inactive)	Potassium voltage-gated channel regulatory subunits|DASH family	858|1205	2003-06-19	NA	2016-02-08	2016-02-08	57628	ENSG00000175497	OTTHUMG00000153294	uc002tla.3	AY172661	NM_020868	CCDS33278|CCDS46400|CCDS54388|CCDS54389	Q8N608	10819331|12662155|26209633	MGI:2442409	RGD:1306427	NA	DPP10	608209	NA	NA	NA	NA	NA	NA	NA	S09.974	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DPP4	DPP4	ok	2	rs2909457, SLC4A10 and DPP4, PMID:25056061; rs2909457, SLC4A10 and DPP4, PMID:26198764	HGNC:3009	dipeptidyl peptidase 4	protein-coding gene	gene with protein product	Approved	2q24.2	02q24.2	DPPIV	NA	CD26|ADCP2	dipeptidylpeptidase IV (CD26, adenosine deaminase complexing protein 2)|adenosine deaminase complexing protein 2|dipeptidyl-peptidase 4	CD molecules|DASH family	471|1205	1990-03-05	NA	2016-02-05	2016-02-05	1803	ENSG00000197635	OTTHUMG00000132056	uc002ubz.4	M74777	NM_001935	CCDS2216	P27487	8101391	MGI:94919	RGD:2515	NA	DPP4	102720	NA	NA	NA	NA	NA	NA	NA	S09.003	NA	objectId:1612	NA	NA	CD26	NA	3.4.14.5	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DPYD	DPYD	ok	1	rs76869799, DPYD, PMID:26198764	HGNC:3012	dihydropyrimidine dehydrogenase	protein-coding gene	gene with protein product	Approved	1p21.3	01p21.3	DPD	NA	NA	NA	NA	NA	1994-07-07	NA	NA	2018-12-06	1806	ENSG00000188641	OTTHUMG00000039683	uc001drv.4	U20938	NM_000110	CCDS30777|CCDS53346	Q12882	7713523	MGI:2139667	RGD:621218	UMD Locus Specific Databases|http://www.umd.be/|LRG_722|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_722.xml	DPYD	612779	NA	NA	NA	NA	121171	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3.1.2	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DRAXIN	DRAXIN	ok	1	rs4846033, DRAXIN and AGTRAP, PMID:18347602	HGNC:25054	dorsal inhibitory axon guidance protein	protein-coding gene	gene with protein product	Approved	1p36.22	01p36.22	FLJ34999|Draxin|Neucrin	dorsal repulsive axon guidance protein|neural tissue-specific cysteine-rich protein	C1orf187	chromosome 1 open reading frame 187	NA	NA	2005-08-12	2012-08-14	2012-08-14	2014-11-19	374946	ENSG00000162490	OTTHUMG00000002227	uc001ass.4	AY358750	NM_198545	CCDS135	Q8NBI3	19150847	MGI:1917683	RGD:1585098	NA	NA	612682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DSEL	DSEL	ok	1	rs6566288, DSEL, PMID:27846195	HGNC:18144	dermatan sulfate epimerase like	protein-coding gene	gene with protein product	Approved	18q22.1	18q22.1	NCAG1|FLJ11477|DE-epi2	NA	C18orf4	chromosome 18 open reading frame 4|dermatan sulfate epimerase-like	NA	NA	2002-02-12	2007-01-29	2018-02-05	2018-02-05	92126	ENSG00000171451	OTTHUMG00000132804	uc002lke.2	AF480435	NM_032160	CCDS11995	Q8IZU8	16505484|19188366	MGI:2442948	RGD:1307724	NA	DSEL	611125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.1.3.19	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DST	DST	ok	1	rs17684571, DST, PMID:26198764	HGNC:1090	dystonin	protein-coding gene	gene with protein product	Approved	6p12.1	06p12.1	BP240|KIAA0728|FLJ21489|FLJ13425|FLJ32235|FLJ30627|CATX-15|BPA|MACF2	NA	BPAG1	bullous pemphigoid antigen 1, 230/240kDa	EF-hand domain containing|Plakins	863|939	1990-05-11	2004-07-01	2004-06-25	2014-11-19	667	ENSG00000151914	OTTHUMG00000014913	uc063peq.1	M22942|M69225	NM_001723	CCDS4959|CCDS47443|CCDS75474	Q03001	2461961|2276744	MGI:104627	RGD:1306566	NA	DST	113810	NA	NA	NA	NA	293042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DTNA	DTNA	ok	1	rs72963233, NOL4 and DTNA, PMID:26198764	HGNC:3057	dystrobrevin alpha	protein-coding gene	gene with protein product	Approved	18q12.1	18q12.1	D18S892E|DTN|DTN-1|DTN-2|DTN-3|DRP3	dystrophin-related protein 3	NA	dystrobrevin, alpha	Zinc fingers ZZ-type	91	1998-02-11	NA	2015-12-01	2018-12-06	1837	ENSG00000134769	OTTHUMG00000132309	uc002kyb.6	U84540	NM_001390	CCDS11908|CCDS11909|CCDS42426|CCDS45848|CCDS56060|CCDS56061|CCDS56062|CCDS56063|CCDS59309|CCDS59310|CCDS59311|CCDS59312|CCDS59313|CCDS59314	Q9Y4J8	8081380|15834686	MGI:106039	RGD:1561985	Leiden Muscular Dystrophy Pages|http://www.LOVD.nl/DTNA|Leiden Muscular Dystrophy pages|http://www.dmd.nl/nmdb2/home.php?select_db=DTNA|LRG_756|http://ftp.ebi.ac.uk/pub/databases/lrgex/pending/LRG_756.xml	DTNA	601239	NA	NA	NA	NA	121219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
