Entry	Trait	SNP_rsID	anno_class	gene1_symbol	gene1_ID	gene2_symbol	gene2_ID	car	pos	PValue	source	PubMed	analysis_ID	study_ID	study_name	population
215	Schizophrenia	7527939	intron	HHAT	55733	HHAT	55733	1	210362681	6E-9	NHGRI	23142968				European
216	Schizophrenia	77149735	intron	SDCCAG8	10806	SDCCAG8	10806	1	243391803	6E-9	NHGRI	26198764				Arab
217	Schizophrenia	3849046	intron	ETF1	2107	ETF1	2107	5	138515503	6E-9	NHGRI	26198764				Arab
218	Schizophrenia	6984242	intergenic	NUDT15P1	574532	CA8	767	8	59787910	6E-9	NHGRI	25056061				East Asian|Asian|European
219	Schizophrenia	4356203	intron	PIK3C2A	5286	PIK3C2A	5286	11	17138601	6E-9	NHGRI	24280982				European
220	Schizophrenia	2373000	intron	QPCT	25797	QPCT	25797	2	37365485	7E-9	NHGRI	23974872				European
221	Schizophrenia	3768644	intron	CYP26B1	56603	CYP26B1	56603	2	72134376	7E-9	NHGRI	25056061				East Asian|Asian|European
222	Schizophrenia	215411	intergenic	CDC42P6	643751	PPARGC1A	10891	4	23421980	7E-9	NHGRI	26198764				Arab
223	Schizophrenia	1106568	intron	GPM6A	2823	GPM6A	2823	4	175940150	7E-9	NHGRI	26198764				Arab
224	Schizophrenia	138538719	intron	SGCD	6444	SGCD	6444	5	156578156	7E-9	NHGRI	27846195				European
225	Schizophrenia	73388146	intergenic	NUP50P2	266785	RNY5P5	100379658	6	25170440	7E-9	NHGRI	26198764				Arab
226	Schizophrenia	10994397	intron	ANK3	288	ANK3	288	10	60519366	7E-9	NHGRI	23453885				European
227	Schizophrenia	2018916	intergenic	RPS15AP34	390735	CDH11	1009	16	63666604	7E-9	NHGRI	26198764				Arab
228	Schizophrenia	4650608	intergenic	RPL23P3	100130630	ADGRL4	64123	1	78772330	8E-9	NHGRI	24280982				European
229	Schizophrenia	59979824	intergenic	RPS17P8	100271070	GLULP6	343981	2	192983614	8E-9	NHGRI	25056061				East Asian|Asian|European
230	Schizophrenia	6704641	intron	SATB2	23314	SATB2	23314	2	199299529	8E-9	NHGRI	25056061				East Asian|Asian|European
231	Schizophrenia	8321	ncRNA	ZNRD1	30834	ZNRD1	30834	6	30064745	8E-9	NHGRI	23453885				European
232	Schizophrenia	8321	nearGene-5	PPP1R11	6992	PPP1R11	6992	6	30064745	8E-9	NHGRI	23453885				European
233	Schizophrenia	77502336	intron	GRAMD1B	57476	GRAMD1B	57476	11	123523928	8E-9	NHGRI	25056061				East Asian|Asian|European
234	Schizophrenia	1106568	intron	GPM6A	2823	GPM6A	2823	4	175940150	9E-9	NHGRI	25056061				East Asian|Asian|European
235	Schizophrenia	6878284	intron	SLCO6A1	133482	SLCO6A1	133482	5	102434022	9E-9	NHGRI	23974872				European
236	Schizophrenia	4711350	intron	LEMD2	221496	LEMD2	221496	6	33773939	9E-9	NHGRI	26198764				Arab
237	Schizophrenia	7801375	intergenic	RPS15AP22	100271557	PLXNA4	91584	7	131882504	9E-9	NHGRI	26198764				Arab
238	Schizophrenia	10489202	intron	MPC2	25874	MPC2	25874	1	167933841	1E-8	NHGRI	22037555				East Asian
239	Schizophrenia	75575209	intron	VRK2	7444	VRK2	7444	2	57911057	1E-8	NHGRI	26198764				Arab
240	Schizophrenia	12991836	nearGene-3	ZEB2	9839	ZEB2	9839	2	144383974	1E-8	NHGRI	23974872				European
241	Schizophrenia	2381759	intergenic	RPL6P5	100270844	RNU7-2P	100147745	2	145670463	10E-9	NHGRI	26198764				Arab
242	Schizophrenia	2949006	intron	FTCDNL1	348751	FTCDNL1	348751	2	199850665	1E-8	NHGRI	23974872				European
243	Schizophrenia	11685299	intron	CUL3	8452	CUL3	8452	2	224526579	1E-8	NHGRI	25056061				East Asian|Asian|European
244	Schizophrenia	4687552	intron	ITIH3	3699	ITIH3	3699	3	52804386	1E-8	NHGRI	23974872				European
245	Schizophrenia	832187	intron	C3orf49	132200	C3orf49	132200	3	63847374	1E-8	NHGRI	25056061				East Asian|Asian|European
246	Schizophrenia	832187	intron	THOC7	80145	THOC7	80145	3	63847374	1E-8	NHGRI	25056061				East Asian|Asian|European
247	Schizophrenia	10520163	intron	CLCN3	1182	CLCN3	1182	4	169705401	1E-8	NHGRI	26198764				Arab
248	Schizophrenia	1501357	intron	HCN1	348980	HCN1	348980	5	45364773	1E-8	NHGRI	26198764				Arab
249	Schizophrenia	62378245	intergenic	MEF2C-AS1	101929423	MIR3660	100500825	5	89448145	1E-8	NHGRI	26198764				Arab
250	Schizophrenia	62380867	intron	SGCD	6444	SGCD	6444	5	156619236	1E-8	NHGRI	27846195				European
251	Schizophrenia	76131026	nearGene-5	KCNIP1	30820	KCNIP1	30820	5	170352321	1E-8	NHGRI	27846195				European
252	Schizophrenia	13194053	intergenic	TRT-AGT6-1	100189143	TRI-AAT5-4	100189336	6	27176104	1E-8	NHGRI	19571811				European
253	Schizophrenia	13194053	intergenic	TRT-AGT6-1	100189143	TRI-AAT5-4	100189336	6	27176104	1E-8	NHGRI	19571809				African|European|African American
254	Schizophrenia	385492	nearGene-5	ZFP57	346171	ZFP57	346171	6	29681770	1E-8	NHGRI	26198764				Arab
255	Schizophrenia	10503253	intron	CSMD1	64478	CSMD1	64478	8	4323322	1E-8	NHGRI	26198764				Arab
256	Schizophrenia	10503253	intron	CSMD1	64478	CSMD1	64478	8	4323322	1E-8	NHGRI	25056061				East Asian|Asian|European
257	Schizophrenia	7819570	intergenic	RNA5SP272	100873525	RIPK2	8767	8	88576397	1E-8	NHGRI	25056061				East Asian|Asian|European
258	Schizophrenia	11191454	intron	C10orf32-ASMT	100528007	C10orf32-ASMT	100528007	10	102900247	1E-8	NHGRI	23453885				European
259	Schizophrenia	11191454	intron	AS3MT	57412	AS3MT	57412	10	102900247	1E-8	NHGRI	23453885				European
260	Schizophrenia	55833108	intron	CNNM2	54805	CNNM2	54805	10	102981826	1E-8	NHGRI	26198764				Arab
261	Schizophrenia	11191580	intron	NT5C2	22978	NT5C2	22978	10	103146454	1E-8	NHGRI	23453885				European
262	Schizophrenia	2068012	intron	PRKD1	5587	PRKD1	5587	14	29721110	1E-8	NHGRI	25056061				East Asian|Asian|European
263	Schizophrenia	2693698	intron	BCL11B	64919	BCL11B	64919	14	99252882	1E-8	NHGRI	26198764				Arab
264	Schizophrenia	112973353	intergenic	RD3L	647286	ASPG	374569	14	104071343	1E-8	NHGRI	26198764				Arab
265	Schizophrenia	9922678	intron	GRIN2A	2903	GRIN2A	2903	16	9852462	1E-8	NHGRI	25056061				East Asian|Asian|European
266	Schizophrenia	12446487	intergenic	SNORA76A	677830	SLC38A7	55238	16	58637911	1E-8	NHGRI	26198764				Arab
267	Schizophrenia	4801131	intergenic	MAP1LC3P	387615	RNA5SP459	100873703	18	55085469	1E-8	NHGRI	23974872				European
268	Schizophrenia	715170	intron	LINC01539	100505474	LINC01539	100505474	18	56128283	1E-8	NHGRI	26198764				Arab
269	Schizophrenia	715170	intron	LOC642484	642484	LOC642484	642484	18	56128283	1E-8	NHGRI	26198764				Arab
270	Schizophrenia	14403	intron	AKT3	10000	AKT3	10000	1	243500591	2E-8	NHGRI	23974872				European
271	Schizophrenia	14403	nearGene-3	SDCCAG8	10806	SDCCAG8	10806	1	243500591	2E-8	NHGRI	23974872				European
272	Schizophrenia	62200787	intron	ZNF804A	91752	ZNF804A	91752	2	184862626	2E-8	NHGRI	26198764				Arab
273	Schizophrenia	59979824	intergenic	RPS17P8	100271070	GLULP6	343981	2	192983614	2E-8	NHGRI	26198764				Arab
274	Schizophrenia	6704641	intron	SATB2	23314	SATB2	23314	2	199299529	2E-8	NHGRI	26198764				Arab
275	Schizophrenia	778371	nearGene-3	NGEF	25791	NGEF	25791	2	232878399	2E-8	NHGRI	23974872				European
276	Schizophrenia	9841616	intron	SOX2-OT	347689	SOX2-OT	347689	3	181449797	2E-8	NHGRI	25056061				East Asian|Asian|European
277	Schizophrenia	3756766	nearGene-3	LOC100128966	100128966	LOC100128966	100128966	5	138337478	2E-8	NHGRI	26198764				Arab
278	Schizophrenia	3756766	intron	CDC25C	995	CDC25C	995	5	138337478	2E-8	NHGRI	26198764				Arab
279	Schizophrenia	3756766	nearGene-5	FAM53C	51307	FAM53C	51307	5	138337478	2E-8	NHGRI	26198764				Arab
280	Schizophrenia	10503253	intron	CSMD1	64478	CSMD1	64478	8	4323322	2E-8	NHGRI	21926974				European
281	Schizophrenia	2945232	intron	FAM86B3P	286042	FAM86B3P	286042	8	8240516	2E-8	NHGRI	26198764				Arab
282	Schizophrenia	76830538	intron	TUSC3	7991	TUSC3	7991	8	15615416	2E-8	NHGRI	27846195				European
283	Schizophrenia	7819570	intergenic	RNA5SP272	100873525	RIPK2	8767	8	88576397	2E-8	NHGRI	26198764				Arab
284	Schizophrenia	7914558	intron	CNNM2	54805	CNNM2	54805	10	103016151	2E-8	NHGRI	21926974				European
285	Schizophrenia	12360997	intergenic	RPS2P38	196188	LUZP2	338645	11	24364023	2E-8	NHGRI	26198764				Arab
286	Schizophrenia	9420	intron	C11orf31	280636	C11orf31	280636	11	57742822	2E-8	NHGRI	26198764				Arab
287	Schizophrenia	9420	intron	TMX2-CTNND1	100528016	TMX2-CTNND1	100528016	11	57742822	2E-8	NHGRI	26198764				Arab
288	Schizophrenia	149104283	intergenic	SLCO1B3	28234	SLCO1B7	338821	12	20930928	2E-8	NHGRI	27400856				European
289	Schizophrenia	11532322	intron	C12orf65	91574	C12orf65	91574	12	123246876	2E-8	NHGRI	23974872				European
290	Schizophrenia	12148337	intergenic	MIR629	693214	UACA	55075	15	70296933	2E-8	NHGRI	25056061				East Asian|Asian|European
291	Schizophrenia	12325245	intergenic	SNORA76A	677830	SLC38A7	55238	16	58647489	2E-8	NHGRI	25056061				East Asian|Asian|European
292	Schizophrenia	8044995	intron	NFATC3	4775	NFATC3	4775	16	68155437	2E-8	NHGRI	25056061				East Asian|Asian|European
293	Schizophrenia	8082590	intron	GID4	79018	GID4	79018	17	18055088	2E-8	NHGRI	25056061				East Asian|Asian|European
294	Schizophrenia	8082590	intron	GID4	79018	GID4	79018	17	18055088	2E-8	NHGRI	26198764				Arab
295	Schizophrenia	72986630	UTR-5	ZNF823	55552	ZNF823	55552	19	11738921	2E-8	NHGRI	26198764				Arab
296	Schizophrenia	12845396	intron	NLGN4X	57502	NLGN4X	57502	X	6111492	2E-8	NHGRI	25056061				East Asian|Asian|European
297	Schizophrenia	72700829	intron	ADAMTSL4-AS1	574406	ADAMTSL4-AS1	574406	1	150567705	3E-8	NHGRI	26198764				Arab
298	Schizophrenia	1538774	intron	SDCCAG8	10806	SDCCAG8	10806	1	243381525	3E-8	NHGRI	23974872				European
299	Schizophrenia	76355118	intron	EPC2	26122	EPC2	26122	2	148654436	3E-8	NHGRI	26198764				Arab
300	Schizophrenia	1367858	intergenic	C2orf47	79568	SPATS2L	26010	2	200296048	3E-8	NHGRI	26198764				Arab
301	Schizophrenia	4330281	intergenic	TRC-GCA25-1	100189447	PP1P	151842	3	17817874	3E-8	NHGRI	26198764				Arab
302	Schizophrenia	2710323	intron	ITIH1	3697	ITIH1	3697	3	52781889	3E-8	NHGRI	24166486				Asian|African|European|African American
303	Schizophrenia	832190	intron	THOC7	80145	THOC7	80145	3	63856953	3E-8	NHGRI	26198764				Arab
304	Schizophrenia	9841616	intron	SOX2-OT	347689	SOX2-OT	347689	3	181449797	3E-8	NHGRI	26198764				Arab
305	Schizophrenia	215411	intergenic	CDC42P6	643751	PPARGC1A	10891	4	23421980	3E-8	NHGRI	25056061				East Asian|Asian|European
306	Schizophrenia	11098403	intergenic	NT5C3AP1	90859	NDST3	9348	4	117725752	3E-8	NHGRI	24253340				East Asian|African|Arab|European|African American
307	Schizophrenia	4388249	intron	MAN2A1	4124	MAN2A1	4124	5	109700365	3E-8	NHGRI	25056061				East Asian|Asian|European
308	Schizophrenia	79212538	intergenic	TRC-ACA1-1	100189508	GRIA1	2890	5	152613544	3E-8	NHGRI	26198764				Arab
309	Schizophrenia	11740474	intron	GALNT10	55568	GALNT10	55568	5	154301187	3E-8	NHGRI	25056061				East Asian|Asian|European
310	Schizophrenia	1339227	intergenic	RIMS1	22999	KCNQ5	56479	6	72445999	3E-8	NHGRI	25056061				East Asian|Asian|European
311	Schizophrenia	11995572	intergenic	RNA5SP272	100873525	RIPK2	8767	8	88579854	3E-8	NHGRI	23974872				European
312	Schizophrenia	7004633	intergenic	RNA5SP272	100873525	RIPK2	8767	8	88748082	3E-8	NHGRI	23453885				European
313	Schizophrenia	11191580	intron	NT5C2	22978	NT5C2	22978	10	103146454	3E-8	NHGRI	21926974				European
314	Schizophrenia	679087	intron	TMTC1	83857	TMTC1	83857	12	29764332	3E-8	NHGRI	26198764				Arab
315	Schizophrenia	181534711	intergenic	LINC00284	121838	SMIM2-AS1	101929212	13	44069329	3E-8	NHGRI	27846195				European
316	Schizophrenia	56374507	intron	ADCK1	57143	ADCK1	57143	14	77914190	3E-8	NHGRI	27846195				European
317	Schizophrenia	12148337	intergenic	MIR629	693214	UACA	55075	15	70296933	3E-8	NHGRI	26198764				Arab
318	Schizophrenia	12966547	intergenic	MAP1LC3P	387615	RNA5SP459	100873703	18	55084786	3E-8	NHGRI	21926974				European
319	Schizophrenia	10425465	intron	PEPD	5184	PEPD	5184	19	33407028	3E-8	NHGRI	26198764				Arab
320	Schizophrenia	1023500	ncRNA	CENPM	79019	CENPM	79019	22	41944840	3E-8	NHGRI	26198764				Arab
321	Schizophrenia	6670165	intergenic	BRINP2	57795	SEC16B	89866	1	177310985	4E-8	NHGRI	25056061				East Asian|Asian|European
322	Schizophrenia	7523273	nearGene-5	MIR29B2	407025	MIR29B2	407025	1	207803738	4E-8	NHGRI	25056061				East Asian|Asian|European
323	Schizophrenia	7523273	nearGene-5	MIR29C	407026	MIR29C	407026	1	207803738	4E-8	NHGRI	25056061				East Asian|Asian|European
324	Schizophrenia	12474906	intron	RBKS	64080	RBKS	64080	2	27810671	4E-8	NHGRI	26198764				Arab
325	Schizophrenia	11685299	intron	CUL3	8452	CUL3	8452	2	224526579	4E-8	NHGRI	26198764				Arab
326	Schizophrenia	7601312	intergenic	SPHKAP	80309	RPL17P14	100270941	2	228455377	4E-8	NHGRI	26198764				Arab
327	Schizophrenia	171748	intron	CTC-436P18.1	101928630	CTC-436P18.1	101928630	5	61203304	4E-8	NHGRI	23974872				European
328	Schizophrenia	7709645	intron	ZSWIM6	57688	ZSWIM6	57688	5	61435631	4E-8	NHGRI	22688191				European
329	Schizophrenia	2910032	intergenic	TRC-ACA1-1	100189508	GRIA1	2890	5	153160794	4E-8	NHGRI	23974872				European
330	Schizophrenia	9398171	intron	FOXO3	2309	FOXO3	2309	6	108662324	4E-8	NHGRI	26198764				Arab
331	Schizophrenia	211829	intergenic	RPL3P8	646620	IMMP2L	83943	7	110408836	4E-8	NHGRI	25056061				East Asian|Asian|European
332	Schizophrenia	7801375	intergenic	RPS15AP22	100271557	PLXNA4	91584	7	131882504	4E-8	NHGRI	25056061				East Asian|Asian|European
333	Schizophrenia	10503253	intron	CSMD1	64478	CSMD1	64478	8	4323322	4E-8	NHGRI	23453885				European
334	Schizophrenia	73191547	intron	MSRA	4482	MSRA	4482	8	10175915	4E-8	NHGRI	26198764				Arab
335	Schizophrenia	2799573	intron	CACNB2	783	CACNB2	783	10	18312999	4E-8	NHGRI	23453885				European
336	Schizophrenia	12576775	intron	TENM4	26011	TENM4	26011	11	79366149	4E-8	NHGRI	23453885				European
337	Schizophrenia	12421382	intergenic	C11orf87	399947	CCT6P5	100463286	11	109507345	4E-8	NHGRI	25056061				East Asian|Asian|European
338	Schizophrenia	12421382	intergenic	C11orf87	399947	CCT6P5	100463286	11	109507345	4E-8	NHGRI	26198764				Arab
339	Schizophrenia	679087	intron	TMTC1	83857	TMTC1	83857	12	29764332	4E-8	NHGRI	25056061				East Asian|Asian|European
340	Schizophrenia	8044995	intron	NFATC3	4775	NFATC3	4775	16	68155437	4E-8	NHGRI	26198764				Arab
341	Schizophrenia	427230	intergenic	PPDPF	79144	PTK6	5753	20	63523758	4E-8	NHGRI	26198764				Arab
342	Schizophrenia	2269372	intron	RENBP	5973	RENBP	5973	X	153942092	4E-8	NHGRI	24043878				East Asian
343	Schizophrenia	6670165	intergenic	BRINP2	57795	SEC16B	89866	1	177310985	5E-8	NHGRI	26198764				Arab
344	Schizophrenia	6703335	intron	SDCCAG8	10806	SDCCAG8	10806	1	243445665	5E-8	NHGRI	21926974				European
345	Schizophrenia	9330316	intergenic	MIR4266	100423027	SEPT10	151011	2	109526659	5E-8	NHGRI	26198764				Arab
346	Schizophrenia	2909457	intergenic	SLC4A10	57282	DPP4	1803	2	161989345	5E-8	NHGRI	25056061				East Asian|Asian|European
347	Schizophrenia	17662626	intergenic	RPS17P8	100271070	GLULP6	343981	2	193119895	5E-8	NHGRI	21926974				European
348	Schizophrenia	17662626	intergenic	RPS17P8	100271070	GLULP6	343981	2	193119895	5E-8	NHGRI	23453885				European
349	Schizophrenia	1353545	intron	FHIT	2272	FHIT	2272	3	60302116	5E-8	NHGRI	26198764				Arab
350	Schizophrenia	12522290	intergenic	TRC-ACA1-1	100189508	GRIA1	2890	5	153418096	5E-8	NHGRI	26198764				Arab
351	Schizophrenia	13170232	intron	GRIA1	2890	GRIA1	2890	5	153519972	5E-8	NHGRI	26198764				Arab
352	Schizophrenia	11740474	intron	GALNT10	55568	GALNT10	55568	5	154301187	5E-8	NHGRI	26198764				Arab
353	Schizophrenia	138538719	intron	SGCD	6444	SGCD	6444	5	156578156	5E-8	NHGRI	27846195				European
354	Schizophrenia	6558872	intron	CSMD1	64478	CSMD1	64478	8	4380617	5E-8	NHGRI	24166486				Asian|African|European|African American
355	Schizophrenia	10838634	intron	LRP4	4038	LRP4	4038	11	46908403	5E-8	NHGRI	26198764				Arab
356	Schizophrenia	4240748	intergenic	DCN	1634	C12orf79	256021	12	91853010	5E-8	NHGRI	25056061				East Asian|Asian|European
357	Schizophrenia	10860964	intergenic	ASCL1	429	C12orf42	374470	12	103202677	5E-8	NHGRI	25056061				East Asian|Asian|European
358	Schizophrenia	56873913	intron	PRRG2	5639	PRRG2	5639	19	49587942	5E-8	NHGRI	25056061				East Asian|Asian|European
359	Schizophrenia	7267348	intron	PTGIS	5740	PTGIS	5740	20	49514499	5E-8	NHGRI	26198764				Arab
360	Schizophrenia	7267348	intron	PTGIS	5740	PTGIS	5740	20	49514499	5E-8	NHGRI	25056061				East Asian|Asian|European
361	Schizophrenia	13376709	intron	AKT3	10000	AKT3	10000	1	243527189	6E-8	NHGRI	26198764				Arab
362	Schizophrenia	2909457	intergenic	SLC4A10	57282	DPP4	1803	2	161989345	6E-8	NHGRI	26198764				Arab
363	Schizophrenia	4380187	intergenic	RPL23AP33	100271293	ELF2P4	644935	2	184947213	6E-8	NHGRI	23974872				European
364	Schizophrenia	6716963	intergenic	RPS17P8	100271070	GLULP6	343981	2	193502815	6E-8	NHGRI	26198764				Arab
365	Schizophrenia	1451488	intergenic	PLCL1	5334	SATB2	23314	2	199125384	6E-8	NHGRI	26198764				Arab
366	Schizophrenia	9862857	intergenic	RBMS3-AS2	100873978	TGFBR2	7048	3	30453840	6E-8	NHGRI	25944848				European
367	Schizophrenia	6550435	intergenic	HSPD1P6	645548	TRANK1	9881	3	36822998	6E-8	NHGRI	23974872				European
368	Schizophrenia	2239547	intron	ITIH4	3700	ITIH4	3700	3	52821213	6E-8	NHGRI	21926974				European
369	Schizophrenia	16875288	intron	ADAMTS16	170690	ADAMTS16	170690	5	5297087	6E-8	NHGRI	24039173				European
370	Schizophrenia	181900	intergenic	MIR9-2	407047	MEF2C	4208	5	88709751	6E-8	NHGRI	26198764				Arab
371	Schizophrenia	17673138	intergenic	NRG1-IT3	100874286	MTND1P6	100873173	8	32840440	6E-8	NHGRI	25944848				European
372	Schizophrenia	7004633	intergenic	RNA5SP272	100873525	RIPK2	8767	8	88748082	6E-8	NHGRI	22688191				European
373	Schizophrenia	61854820	intergenic	GAPDHP21	389970	ZWINT	11130	10	56294881	6E-8	NHGRI	27846195				European
374	Schizophrenia	191581512	intergenic	LINC00284	121838	SMIM2-AS1	101929212	13	44105194	6E-8	NHGRI	27846195				European
375	Schizophrenia	4523957	nearGene-5	SMG6	23293	SMG6	23293	17	2305605	6E-8	NHGRI	23974872				European
376	Schizophrenia	4523957	intron	SRR	63826	SRR	63826	17	2305605	6E-8	NHGRI	23974872				European
377	Schizophrenia	1483242	intergenic	RPL23AP33	100271293	ELF2P4	644935	2	185179900	7E-8	NHGRI	26198764				Arab
378	Schizophrenia	1837495	intron	PLCL1	5334	PLCL1	5334	2	198056477	7E-8	NHGRI	26198764				Arab
379	Schizophrenia	7372960	intron	FOXP1	27086	FOXP1	27086	3	71205600	7E-8	NHGRI	26198764				Arab
380	Schizophrenia	4470690	intergenic	ADAM20P3	644325	ZFP42	132625	4	187800358	7E-8	NHGRI	26821981				European
381	Schizophrenia	9272219	intergenic	HLA-DRB1	3123	HLA-DQA1	3117	6	32634492	7E-8	NHGRI	19571809				African|European|African American
382	Schizophrenia	13025591	intron	AGAP1	116987	AGAP1	116987	2	235886699	8E-8	NHGRI	22688191				European
383	Schizophrenia	76131026	nearGene-5	KCNIP1	30820	KCNIP1	30820	5	170352321	8E-8	NHGRI	27846195				European
384	Schizophrenia	1191551	intergenic	LINC01551	387978	PRKD1	5587	14	29531199	8E-8	NHGRI	26198764				Arab
385	Schizophrenia	56240334	intron	ADCK1	57143	ADCK1	57143	14	77905060	8E-8	NHGRI	27846195				European
386	Schizophrenia	34626435	intron	NLGN1	22871	NLGN1	22871	3	173786357	9E-8	NHGRI	26198764				Arab
387	Schizophrenia	245201	intron	LINC01183	728586	LINC01183	728586	5	127833520	9E-8	NHGRI	19023125				European
388	Schizophrenia	876983	intron	PSD3	23362	PSD3	23362	8	18550348	9E-8	NHGRI	26198764				Arab
389	Schizophrenia	79193624	intron	RTKN2	219790	RTKN2	219790	10	62240577	9E-8	NHGRI	26198764				Arab
390	Schizophrenia	10860964	intergenic	ASCL1	429	C12orf42	374470	12	103202677	9E-8	NHGRI	26198764				Arab
391	Schizophrenia	56205728	intron	PAK6	56924	PAK6	56924	15	40275036	9E-8	NHGRI	26198764				Arab
392	Schizophrenia	34753377	intron	SPG7	6687	SPG7	6687	16	89543010	9E-8	NHGRI	26198764				Arab
393	Schizophrenia	56775891	intergenic	CTDP1	9150	KCNG2	26251	18	79815613	9E-8	NHGRI	26198764				Arab
394	Schizophrenia	76869799	intron	DPYD	1806	DPYD	1806	1	97368969	1E-7	NHGRI	26198764				Arab
395	Schizophrenia	6586354	intergenic	RNY4P16	100431173	TOMM20	9804	1	234897489	1E-7	NHGRI	25944848				European
396	Schizophrenia	183823891	intron	EFR3B	22979	EFR3B	22979	2	25129331	1E-7	NHGRI	26198764				Arab
397	Schizophrenia	3768644	intron	CYP26B1	56603	CYP26B1	56603	2	72134376	1E-7	NHGRI	26198764				Arab
398	Schizophrenia	56145559	intron	ALMS1	7840	ALMS1	7840	2	73396311	1E-7	NHGRI	26198764				Arab
399	Schizophrenia	80021942	intergenic	OTOL1	131149	TOMM22P6	100287573	3	161738174	10E-8	NHGRI	26198764				Arab
400	Schizophrenia	6782299	intron	LOC101928882	101928882	LOC101928882	101928882	3	180832914	1E-7	NHGRI	19571811				European
401	Schizophrenia	1878874	intron	SOX2-OT	347689	SOX2-OT	347689	3	181317582	1E-7	NHGRI	26198764				Arab
402	Schizophrenia	12510251	intron	TENM3	55714	TENM3	55714	4	182693431	1E-7	NHGRI	26198764				Arab
403	Schizophrenia	7383287	cds-synon	HLA-DOB	3112	HLA-DOB	3112	6	32815309	1E-7	NHGRI	26198764				Arab
404	Schizophrenia	11982256	intron	DMTF1	9988	DMTF1	9988	7	87170125	1E-7	NHGRI	26198764				Arab
405	Schizophrenia	7779018	UTR-5	FEZF1	389549	FEZF1	389549	7	122310911	10E-8	NHGRI	26198764				Arab
406	Schizophrenia	10277664	intron	TBXAS1	6916	TBXAS1	6916	7	139806781	1E-7	NHGRI	24086445				East Asian
407	Schizophrenia	2048656	intergenic	MIR597	693182	LINC00599	157627	8	9787149	10E-8	NHGRI	26198764				Arab
408	Schizophrenia	61857276	intergenic	ZWINT	11130	MIR3924	100500834	10	56434080	1E-7	NHGRI	27846195				European
409	Schizophrenia	4356203	intron	PIK3C2A	5286	PIK3C2A	5286	11	17138601	1E-7	NHGRI	21926974				European
410	Schizophrenia	4765905	intron	CACNA1C	775	CACNA1C	775	12	2240418	1E-7	NHGRI	22688191				European
411	Schizophrenia	11829119	intergenic	CAPZA3	93661	RPL7P6	90193	12	19040597	1E-7	NHGRI	25944848				European
412	Schizophrenia	59721556	intergenic	SPTLC2	9517	ALKBH1	8846	14	77646050	1E-7	NHGRI	27846195				European
413	Schizophrenia	74065827	intron	ADCK1	57143	ADCK1	57143	14	77902942	1E-7	NHGRI	27846195				European
414	Schizophrenia	12915820	intron	LOC102724001	102724001	LOC102724001	102724001	15	81716770	1E-7	NHGRI	27846195				European
415	Schizophrenia	8054347	intron	RBFOX1	54715	RBFOX1	54715	16	6667756	1E-7	NHGRI	26198764				Arab
416	Schizophrenia	7219021	intron	TTLL6	284076	TTLL6	284076	17	48763179	1E-7	NHGRI	24280982				European
417	Schizophrenia	1941342	intron	NOL4	8715	NOL4	8715	18	34015569	1E-7	NHGRI	26198764				Arab
418	Schizophrenia	17594526	intron	TCF4	6925	TCF4	6925	18	55391007	1E-7	NHGRI	19571811				European
419	Schizophrenia	4803480	intron	CEACAM21	90273	CEACAM21	90273	19	41559909	1E-7	NHGRI	21682944				NR
420	Schizophrenia	41297816	intron	TBX1	6899	TBX1	6899	22	19776455	1E-7	NHGRI	26198764				Arab
421	Schizophrenia	12142465	intron	SLC45A1	50651	SLC45A1	50651	1	8329994	2E-7	NHGRI	26198764				Arab
422	Schizophrenia	12561919	nearGene-5	LOC102724659	102724659	LOC102724659	102724659	1	11779866	2E-7	NHGRI	27922604				East Asian
423	Schizophrenia	12561919	missense	C1orf167	284498	C1orf167	284498	1	11779866	2E-7	NHGRI	27922604				East Asian
424	Schizophrenia	533123	intron	OPRD1	4985	OPRD1	4985	1	28814643	2E-7	NHGRI	26198764				Arab
425	Schizophrenia	2391672	intergenic	RWDD3	25950	FLJ31662	440594	1	95456141	2E-7	NHGRI	26198764				Arab
426	Schizophrenia	11265461	intergenic	SLAMF1	6504	SETP9	100129738	1	160660353	2E-7	NHGRI	22479419				East Asian
427	Schizophrenia	1033023	intergenic	MIPEPP2	100130099	RPL39P10	100129952	1	239045834	2E-7	NHGRI	26198764				Arab
428	Schizophrenia	3818802	intron	SDCCAG8	10806	SDCCAG8	10806	1	243286579	2E-7	NHGRI	26198764				Arab
429	Schizophrenia	1509378	intergenic	RNA5SP87	100873320	KLHL29	114818	2	22531594	2E-7	NHGRI	26198764				Arab
430	Schizophrenia	2077586	UTR-3	EMX1	2016	EMX1	2016	2	72934422	2E-7	NHGRI	26198764				Arab
431	Schizophrenia	78381888	UTR-3	CNNM3	26505	CNNM3	26505	2	96835038	2E-7	NHGRI	26198764				Arab
432	Schizophrenia	1344706	intron	ZNF804A	91752	ZNF804A	91752	2	184913701	2E-7	NHGRI	18677311				European
433	Schizophrenia	76432012	intergenic	SEPHS1P6	729399	FTCDNL1	348751	2	199712044	2E-7	NHGRI	26198764				Arab
434	Schizophrenia	4624519	intergenic	HSPD1P6	645548	TRANK1	9881	3	36821489	2E-7	NHGRI	21926974				European
435	Schizophrenia	56038139	intron	ARHGEF26	26084	ARHGEF26	26084	3	154245185	2E-7	NHGRI	26198764				Arab
